City,PM25,NO2,PM10,AQI_PM25,AQI_NO2,AQI_PM10,AQI_MAX,datetimeUtc
Nairobi,8.5,-0.008415,15,36,1,14,36,2024-02-16T15:00:00+00:00
Nairobi,11,-0.0019125,22,46,1,21,46,2024-02-16T16:00:00+00:00
Nairobi,12,0.013005,27,50,1,25,50,2024-02-16T17:00:00+00:00
Nairobi,12,0.01836,29,50,1,27,50,2024-02-16T18:00:00+00:00
Nairobi,17,0.02295,41,62,1,38,62,2024-02-16T19:00:00+00:00
Nairobi,20,0.026775,47,69,1,44,69,2024-02-16T20:00:00+00:00
Nairobi,19,0.0286875,45,66,1,42,66,2024-02-16T21:00:00+00:00
Nairobi,27,0.0306,57,84,1,53,84,2024-02-16T22:00:00+00:00
Nairobi,16,0.0286875,40,60,1,38,60,2024-02-16T23:00:00+00:00
Nairobi,17,0.0286875,43,62,1,40,62,2024-02-17T00:00:00+00:00
Nairobi,18,0.0210375,46,64,1,43,64,2024-02-17T01:00:00+00:00
Nairobi,14,0.02295,38,56,1,36,56,2024-02-17T02:00:00+00:00
Nairobi,13,0.02295,36,54,1,34,54,2024-02-17T03:00:00+00:00
Nairobi,27,0.026775,60,84,1,54,84,2024-02-17T04:00:00+00:00
Nairobi,20,0.0248625,48,69,1,45,69,2024-02-17T05:00:00+00:00
Nairobi,13,-0.00439875,31,54,1,29,54,2024-02-17T06:00:00+00:00
Nairobi,15,-0.03825,34,58,1,32,58,2024-02-17T07:00:00+00:00
Nairobi,12,-0.0306,25,50,1,24,50,2024-02-17T08:00:00+00:00
Nairobi,10,-0.0210375,20,42,1,19,42,2024-02-17T09:00:00+00:00
Nairobi,10,-0.00937125,21,42,1,20,42,2024-02-17T10:00:00+00:00
Nairobi,9.7,-0.00707625,19,41,1,18,41,2024-02-17T11:00:00+00:00
Nairobi,8.8,-0.0153,16,37,1,15,37,2024-02-17T12:00:00+00:00
Nairobi,8.3,-0.0133875,15,35,1,14,35,2024-02-17T13:00:00+00:00
Nairobi,8.1,-0.02295,13,34,1,13,34,2024-02-17T14:00:00+00:00
Nairobi,8.3,-0.0248625,13,35,1,13,35,2024-02-17T15:00:00+00:00
Nairobi,9.1,-0.0210375,16,38,1,15,38,2024-02-17T16:00:00+00:00
Nairobi,12,-0.0019125,26,50,1,25,50,2024-02-17T17:00:00+00:00
Nairobi,15,0.008415,34,58,1,32,58,2024-02-17T18:00:00+00:00
Nairobi,16,0.01740375,39,60,1,37,60,2024-02-17T19:00:00+00:00
Nairobi,26,0.026775,55,81,1,51,81,2024-02-17T20:00:00+00:00
Nairobi,17,0.0306,43,62,1,40,62,2024-02-17T21:00:00+00:00
